date,PPO_with_turbulence,PPO_no_turbulence
2016-06-17,0.9986294375943007,1.0259897986775748
2016-06-20,1.0003375190902757,1.0308238823197284
2016-06-21,1.0005234788637742,1.0313505906532592
2016-06-22,0.9993794613592197,1.0283298398108884
2016-06-23,1.0030511934613746,1.0378377342906826
2016-06-24,0.9930962499287808,1.0127681884846869
2016-06-27,0.9928450299436086,1.0025575109943383
2016-06-28,0.993023594255741,1.0143564686024495
2016-06-29,0.993424109814342,1.0274061774259273
2016-06-30,0.9939725682925148,1.0394316997350075
2016-07-05,0.9939725682925148,1.0394316997350075
2016-07-06,0.9939952768040491,1.039455446815657
2016-07-07,0.9940174804750704,1.039478665967016
2016-07-08,0.9944219032194633,1.039901584902634
2016-07-11,0.9946002994615096,1.0400881400602027
2016-07-12,0.9948100052768191,1.0403074367279426
2016-07-13,0.9948687915967563,1.0403689116281587
2016-07-14,0.9952973838478484,1.0408171054579052
2016-07-15,0.9953462647086282,1.0408682218748222
2016-07-18,0.995551669158212,1.0410830204547576
2016-07-19,0.9958157818651275,1.0413592123021267
2016-07-20,0.9961979285646987,1.0417588364025843
2016-07-21,0.9957495906849735,1.041289993881931
2016-07-22,0.9961382034464279,1.0416963797682852
2016-07-25,0.9957548682578732,1.0412955128235444
2016-07-26,0.9956743951467756,1.041211359291224
2016-07-27,0.9955705256559335,1.040911935263449
2016-07-28,0.9955705256559335,1.040692841890982
2016-07-29,0.9955545817103867,1.0404977275194287
2016-08-01,0.9955344979623795,1.0403484531889604
2016-08-02,0.9954214270763951,1.039561214253704
2016-08-03,0.9954577195572202,1.039800126846703
2016-08-04,0.9954861889163165,1.0399612553864144
2016-08-05,0.9958303679762055,1.0414211074389563
2016-08-08,0.995791437837539,1.0412291728503826
2016-08-09,0.9957971166306644,1.0415530165039242
2016-08-10,0.9957654524069304,1.0411908794960678
2016-08-11,0.9958995407238852,1.0425560842142767
2016-08-12,0.9958394503185177,1.0421431682175857
2016-08-15,0.9959813814672728,1.0430677634898828
2016-08-16,0.9957810264689175,1.04201376654439
2016-08-17,0.9957251478684194,1.041770958478061
2016-08-18,0.9956372070381704,1.0414128686680328
2016-08-19,0.9954725299045163,1.040781168072685
2016-08-22,0.9954793276907556,1.0408229812424012
2016-08-23,0.9953963749608811,1.0405544800179836
2016-08-24,0.9951075239942931,1.0396372221062347
2016-08-25,0.9951978155846523,1.039926188705299
2016-08-26,0.9948973599906273,1.0390629802946314
2016-08-29,0.9954632451516549,1.0406522365105257
2016-08-30,0.9952133109031134,1.039993064390183
2016-08-31,0.9948416331568398,1.0390427352160208
2016-09-01,0.9949943697384478,1.0394336404018847
2016-09-02,0.9955351053726502,1.040752008155095
2016-09-06,0.9959113784632037,1.0416458040093508
2016-09-07,0.9957708447670347,1.0413319720410377
2016-09-08,0.9956022711719454,1.0409630744417258
2016-09-09,0.9920256317169865,1.0331647696765647
2016-09-12,0.994215795358512,1.037847748925308
2016-09-13,0.9918269023285596,1.032858160145705
2016-09-14,0.9913489532053461,1.0318841219822552
2016-09-15,0.9928709283925718,1.0349554934003211
2016-09-16,0.9915047203139267,1.0322571213481435
2016-09-19,0.9917625837997963,1.032764928979972
2016-09-20,0.9921358023688686,1.0334859627008952
2016-09-21,0.994361749567536,1.0376962706506112
2016-09-22,0.9955940520759999,1.0399969305362937
2016-09-23,0.9942256109775471,1.0374868966329462
2016-09-26,0.9921666595698558,1.0337555268381002
2016-09-27,0.9936037188208164,1.0363364620071949
2016-09-28,0.9939339195976977,1.036926192183772
2016-09-29,0.9937038441941758,1.0324565572402482
2016-09-30,0.9937391193965084,1.035190433168663
2016-10-04,0.9937391193965084,1.035190433168663
2016-10-05,0.9938806553687798,1.0353378729560123
2016-10-06,0.9940065968667944,1.0354690677850564
2016-10-07,0.9939306778757179,1.035389982025299
2016-10-10,0.994037428665935,1.0355011856547114
2016-10-11,0.9935684489599665,1.0350126436465596
2016-10-12,0.9937729449894576,1.0352256697106625
2016-10-13,0.993455458293229,1.0348949398599612
2016-10-14,0.9939341658919971,1.0353936155353547
2016-10-17,0.9934296837865527,1.0348680902349336
2016-10-18,0.9942389078855938,1.0357110690703906
2016-10-19,0.9941307104257883,1.0361862075166708
2016-10-20,0.9941307104257883,1.0350584558752012
2016-10-21,0.9941307104257883,1.0354438966348336
2016-10-24,0.9941307104257883,1.0363893075932964
2016-10-25,0.9940672613350539,1.0354861694704318
2016-10-26,0.9940574341716671,1.0353637142250807
2016-10-27,0.9940337300053486,1.0350931596821138
2016-10-28,0.9940762283914688,1.0356005712493552
2016-10-31,0.99405656219954,1.0349989670451174
2016-11-01,0.9939736927648367,1.0333903922632341
2016-11-02,0.9938728162144841,1.0323358400799414
2016-11-03,0.9938275366747296,1.0320414841093513
2016-11-04,0.9937662357562804,1.0317087252492847
2016-11-07,0.9947551668288369,1.0368998916049148
2016-11-08,0.9950345870474644,1.0381954600508125
2016-11-09,0.9961494138438385,1.0427043648858867
2016-11-10,0.9960789244588681,1.0468588593298302
2016-11-11,0.9960789244588681,1.0478326316840458
2016-11-14,0.9960948116469379,1.0486386349254986
2016-11-15,0.9960845402231664,1.0486176190486762
2016-11-16,0.9960500978785063,1.0478011760715704
2016-11-17,0.9962144775415492,1.0507920283110603
2016-11-18,0.9961938090487892,1.0503477158235797
2016-11-21,0.9962387367550392,1.052351364245169
2016-11-22,0.9963886045520812,1.0553452809775767
2016-11-23,0.9964309148029221,1.0560123346575052
2016-11-25,0.996555262097566,1.0573356600510675
2016-11-28,0.9964450408775332,1.0565145129635296
2016-11-29,0.9964566434288102,1.0566570051445356
2016-11-30,0.9968466345990792,1.0590896091277076
2016-12-01,0.9967727872317061,1.062946658526759
2016-12-02,0.9967286008101129,1.0614328224115368
2016-12-05,0.9968403608295778,1.0642260854300587
2016-12-06,0.9969067785085883,1.0654194551023617
2016-12-07,0.9976913586589387,1.074935426659435
2016-12-08,0.9979624899846113,1.077685664212915
2016-12-09,0.99839269541209,1.0813506894255465
2016-12-12,0.9983968337362312,1.0814497447372446
2016-12-13,0.9988011506684719,1.0841424128867123
2016-12-14,0.9982223316858555,1.0807794580634797
2016-12-15,0.9986440041132137,1.0831117931961824
2016-12-16,0.9983457890227041,1.0816589721210876
2016-12-19,0.999064454330559,1.0850680728877131
2016-12-20,1.0001473392361993,1.0898779327037262
2016-12-21,0.9999305789677708,1.089009643086272
2016-12-22,0.9993186873260858,1.086620012692149
2016-12-23,0.9992887386839725,1.0865373238764242
2016-12-27,0.9993974107103678,1.0869588238439696
2016-12-28,0.9984726648459861,1.083774799093991
2016-12-29,0.997980879943589,1.0821555509535405
2016-12-30,0.997257508167839,1.0798437294539691
2017-01-04,0.997257508167839,1.0798437294539691
2017-01-05,0.997253064995185,1.0798389183273642
2017-01-06,0.9972663269497655,1.079853278548648
2017-01-09,0.9971368896975792,1.0797131221657816
2017-01-10,0.9971280461366818,1.0797035462401028
2017-01-11,0.9971933799748759,1.0797742905914032
2017-01-12,0.9970099174048357,1.0795756348738732
2017-01-13,0.9969523407448398,1.0795132900985767
2017-01-17,0.996733859113043,1.0792767152739557
2017-01-18,0.996796252439054,1.0793442755994493
2017-01-19,0.9966706431680067,1.0792082642056111
2017-01-20,0.9968808712431405,1.0794359019690063
2017-01-23,0.9967810385150038,1.0789119379857075
2017-01-24,0.9968715703841392,1.0804009392037697
2017-01-25,0.9968631887579036,1.08223278884823
2017-01-26,0.9968769828009811,1.0826097478044818
2017-01-27,0.9968529701686547,1.0824579071160463
2017-01-30,0.9966147840218393,1.080956511351277
2017-01-31,0.9964064904760315,1.0799194243808392
2017-02-01,0.996466056798561,1.0802046528405098
2017-02-02,0.9962669163043726,1.079472670710284
2017-02-03,0.9965597855237538,1.0804887509720114
2017-02-06,0.9966353221274351,1.0807409732756117
2017-02-07,0.9969253246736249,1.0815935487073716
2017-02-08,0.9965975132790742,1.080719879378305
2017-02-09,0.9971007839145216,1.0820203706322087
2017-02-10,0.9979632265353023,1.0841330244085245
2017-02-13,0.9987513112574496,1.0859816742697956
2017-02-14,0.9991127186765923,1.086802277684128
2017-02-15,0.9996109845718493,1.087890676306376
2017-02-16,0.9999217204027522,1.0885513760230372
2017-02-17,1.0003166994616894,1.0893647300644895
2017-02-21,1.0011798423901233,1.0910860588227789
2017-02-22,1.002280341907143,1.093225941187727
2017-02-23,1.0024145530672484,1.0934874162653765
2017-02-24,1.0030873023491882,1.0947430281086923
2017-02-27,1.003099232448126,1.0947712879386933
2017-02-28,1.0026296357241409,1.0939374318682384
2017-03-01,1.0057220834280247,1.0993847918109974
2017-03-02,1.004586074145016,1.0974224756662858
2017-03-03,1.004213760519152,1.0967923145773029
2017-03-06,1.0037597654203188,1.0960329707034389
2017-03-07,1.0036706828246789,1.0958899898849057
2017-03-08,1.0031700891761237,1.095072544570072
2017-03-09,1.0031798007460884,1.0950931178807886
2017-03-10,1.003661446307031,1.0958716495092091
2017-03-13,1.0040563096698625,1.096504141084478
2017-03-14,1.0031311810306198,1.0950514399136897
2017-03-15,1.0054613728856725,1.0986919983422267
2017-03-16,1.004367680969777,1.0970043388092556
2017-03-17,1.0056835377328077,1.099026861375603
2017-03-20,1.0060203227617746,1.0995433029144577
2017-03-21,1.0012025330530572,1.0922711114356027
2017-03-22,0.9998659139634074,1.0902708199461633
2017-03-23,0.9995231167442412,1.0923621301938617
2017-03-24,0.9994850505137199,1.0905794547764
2017-03-27,0.999490859102247,1.0910206218451304
2017-03-28,0.9996924893534609,1.095416382007971
2017-03-29,0.9996454580250131,1.094797330868259
2017-03-30,0.9996642830052473,1.095147512173312
2017-03-31,0.9993552956338732,1.0918340264251343
2017-04-04,0.9993552956338732,1.0918340264251343
2017-04-05,0.9993521196547078,1.091830556545968
2017-04-06,0.9993733194554751,1.0918537181421815
2017-04-07,0.9993625080880963,1.0918419063082643
2017-04-10,0.9993901251921525,1.0918720790546854
2017-04-11,0.9993745923800561,1.0918551088611548
2017-04-12,0.999191584956574,1.091655166225218
2017-04-13,0.9989409666910491,1.0913813561487227
2017-04-17,0.999280244883913,1.0917520305995523
2017-04-18,0.9993298615880508,1.0918062387536427
2017-04-19,0.999289989756013,1.0916937745785957
2017-04-20,0.9993377037353707,1.0923671363791556
2017-04-21,0.9993186450254514,1.0922560063506148
2017-04-24,0.9994443281547002,1.092912916846427
2017-04-25,0.9998017055440662,1.0943893138062477
2017-04-26,0.9997850816988616,1.0944894091392976
2017-04-27,0.9997630279241543,1.0941525544075608
2017-04-28,0.9997400443191653,1.0939627804863392
2017-05-01,0.9996997281172093,1.0937079081526617
2017-05-02,0.9996796861179156,1.0936164411702154
2017-05-03,0.9995529965999103,1.093049505003908
2017-05-04,0.9994913187868519,1.092814353123962
2017-05-05,0.9996051677249373,1.093233244409996
2017-05-08,0.9995399497875501,1.0930284468327258
2017-05-09,0.999400821543501,1.0926141675604588
2017-05-10,0.99938813483836,1.0925852595051335
2017-05-11,0.999373786554224,1.0925532621904326
2017-05-12,0.9991974903484249,1.0921097768702548
2017-05-15,0.9994584368243419,1.0927512186370933
2017-05-16,0.9989552868152574,1.0915783651397848
2017-05-17,0.9982214357657291,1.0899261101495492
2017-05-18,0.998511533222408,1.0905643640187574
2017-05-19,0.9984472611123305,1.0918896334058983
2017-05-22,0.9984596780046642,1.0924970329669734
2017-05-23,0.9984833195415631,1.0930224213445268
2017-05-24,0.9985026845039777,1.09332538868316
2017-05-25,0.9986188491524586,1.0945362295833676
2017-05-26,0.9986495634699113,1.0948209829261575
2017-05-30,0.998617829991918,1.0946204390158347
2017-05-31,0.9986333913029424,1.09473883266276
2017-06-01,0.9990022221935286,1.096822612905996
2017-06-02,0.9990478440973313,1.0970719372580136
2017-06-05,0.9989639699386571,1.0966929719863225
2017-06-06,0.9989217495356201,1.0965221347690346
2017-06-07,0.9990673191120956,1.097131058750624
2017-06-08,0.9990297072988944,1.0969972490415563
2017-06-09,0.9994157485469563,1.0984239332345471
2017-06-12,0.9991971396734179,1.097669758695034
2017-06-13,0.9995140494174889,1.0987395515556166
2017-06-14,0.9995261481984389,1.0987873610516266
2017-06-15,0.9995304441715912,1.098809096950803
2017-06-16,1.000030294839593,1.1003116973845606
2017-06-19,0.9999497440856415,1.1013811863189844
2017-06-20,0.9999431839464915,1.101240718479631
2017-06-21,0.9998915645032975,1.099813036270731
2017-06-22,0.9999316476958301,1.1007121804294433
2017-06-23,0.9999063445612758,1.1003797222089704
2017-06-26,0.9999278131361524,1.1007009244432526
2017-06-27,0.999796674029044,1.0993330425824064
2017-06-28,1.00008159167433,1.1020361408967603
2017-06-29,0.9998442499145496,1.100089824401113
2017-06-30,1.0000285892751377,1.1015044966702658
2017-07-05,1.0000285892751377,1.1015044966702658
2017-07-06,0.9998683106034438,1.1013279540399006
2017-07-07,1.000053795910569,1.1015322610987746
2017-07-10,1.0000700561399027,1.1015501713024627
2017-07-11,0.99998029857893,1.101451305771935
2017-07-12,1.0004389035019972,1.1019564467152752
2017-07-13,1.0003899524027784,1.1019025284008543
2017-07-14,1.0006707777240593,1.1022118499117464
2017-07-17,1.0007722299494726,1.1023235967994736
2017-07-18,1.0003256451119567,1.1018316956559022
2017-07-19,1.0008446549394745,1.1024033709709464
2017-07-20,1.000141645139581,1.1016290246531604
2017-07-21,0.9998768578775877,1.101337368631648
2017-07-24,0.9993451309284126,1.1007516857503798
2017-07-25,0.9979430830964386,1.0992073679098413
2017-07-26,0.9977990249846931,1.0987456986400328
2017-07-27,0.9977990249846931,1.09913297651995
2017-07-28,0.9977990249846931,1.099177364447583
2017-07-31,0.9978271356386864,1.0999560439121048
2017-08-01,0.9979125084513296,1.1009919662862038
2017-08-02,0.9980702421283203,1.1022721652188796
2017-08-03,0.99824173545577,1.1033593832396875
2017-08-04,0.9983755356578227,1.1040761337583853
2017-08-07,0.9982421858147777,1.1035210493846817
2017-08-08,0.9980916109952434,1.10295646126128
2017-08-09,0.9982272666585207,1.1034663092879997
2017-08-10,0.9977354081893498,1.1018625802864477
2017-08-11,0.9977977056781616,1.1020740270276408
2017-08-14,0.998395386071377,1.1038271919315175
2017-08-15,0.997702131921116,1.1019343878498464
2017-08-16,0.9984803121601357,1.103993212784956
2017-08-17,0.9966514392507942,1.0994026351388477
2017-08-18,0.9957363522673095,1.0971979504861544
2017-08-21,0.9961226994659923,1.0981141634223275
2017-08-22,0.9971556721019464,1.1004679201814056
2017-08-23,0.995994841946191,1.097921361754536
2017-08-24,0.9951572577565758,1.0961348241453677
2017-08-25,0.9956539079014822,1.0971837252967187
2017-08-28,0.9957451334990641,1.0973794190112416
2017-08-29,0.9963272473424096,1.0985538804577517
2017-08-30,0.9970542723787991,1.0999897115122204
2017-08-31,0.9975122653992198,1.100880529203622
2017-09-01,0.996900479434852,1.0997291761192023
2017-09-05,0.996658478251455,1.0941636408420163
2017-09-06,0.996658478251455,1.096251207929627
2017-09-07,0.9966980066687422,1.0987302451933127
2017-09-08,0.9966883497726097,1.101179716179888
2017-09-11,0.9967814967746702,1.1066068539800524
2017-09-12,0.9968099590892799,1.107628797893557
2017-09-13,0.9968048050911661,1.107703749840148
2017-09-14,0.9969553648624369,1.1099453747594932
2017-09-15,0.997166708039721,1.112468550679191
2017-09-18,0.9972356873859,1.1132252228770485
2017-09-19,0.9973387018156967,1.1141739491578286
2017-09-20,0.9971365511509372,1.1127074711028728
2017-09-21,0.9970770286470848,1.1123565742272863
2017-09-22,0.9972652320474966,1.1135895036228627
2017-09-25,0.9970485384108954,1.1123777397560728
2017-09-26,0.997077359607095,1.1125765890802954
2017-09-27,0.997085922140827,1.1126596077397322
2017-09-28,0.997446052428699,1.1144246458408906
2017-09-29,0.9977352434831669,1.1157755819228132
2017-10-03,0.9977352434831669,1.1157755819228132
2017-10-04,0.9977476952436597,1.1157895068296466
2017-10-05,0.997847248754522,1.1159008383449363
2017-10-06,0.9978321887858878,1.1158839966573477
2017-10-09,0.9978602730577358,1.115915403531034
2017-10-10,0.9980287033852338,1.1161037605605213
2017-10-11,0.9981186370460818,1.116204334117908
2017-10-12,0.9980582404247491,1.1161367920763154
2017-10-13,0.9980005070422147,1.1162047941100437
2017-10-16,0.9980298841593337,1.1166060310996349
2017-10-17,0.9980871301761322,1.116994673239855
2017-10-18,0.9980725440043701,1.1183246270071232
2017-10-19,0.9980725440043701,1.1191917339920854
2017-10-20,0.9981070727490973,1.119840678858132
2017-10-23,0.9981147646965705,1.1199596747533145
2017-10-24,0.9980997595240303,1.119752703971698
2017-10-25,0.9980997595240303,1.119189306765458
2017-10-26,0.9980997595240303,1.1192808337236713
2017-10-27,0.9981606412756951,1.1207247529732947
2017-10-30,0.998153105671496,1.1202195923814
2017-10-31,0.998153105671496,1.1197215930803475
2017-11-01,0.9981650708178436,1.1201919275013972
2017-11-02,0.9981927328859976,1.1206358845222006
2017-11-03,0.9981331789848242,1.1201620303930708
2017-11-06,0.9980476587526406,1.1196083983092076
2017-11-07,0.9979890754439679,1.1193029171262063
2017-11-08,0.998040224736863,1.1195896073911282
2017-11-09,0.9978638051868449,1.1188255777302514
2017-11-10,0.9978000626588326,1.1185890972226429
2017-11-13,0.9976791138286665,1.118157705945789
2017-11-14,0.9976120770945086,1.1188261246906228
2017-11-15,0.9976120770945086,1.1171772971270573
2017-11-16,0.9976139887600458,1.117513455611898
2017-11-17,0.9976065572205184,1.1160657177966837
2017-11-20,0.9976317568069397,1.117333175656727
2017-11-21,0.9977317741267068,1.11948766190786
2017-11-22,0.9976311410734159,1.1181944863506497
2017-11-24,0.9976457373238728,1.1184203627296587
2017-11-27,0.997759100108543,1.1194658915408124
2017-11-28,0.9983911045821072,1.1242251230588713
2017-11-29,0.9985868049529466,1.1255481795329667
2017-11-30,0.9985335052563429,1.1281709412495733
2017-12-01,0.9985464763856112,1.1291549514909676
2017-12-04,0.9985334295071033,1.1290145788481902
2017-12-05,0.9985180530522956,1.1272220576249052
2017-12-06,0.9985158877817185,1.1274957888366945
2017-12-07,0.998461374157372,1.1262558542610863
2017-12-08,0.998599445666538,1.1288544299917846
2017-12-11,0.9986687924984452,1.1299010961104723
2017-12-12,0.9989081350405034,1.1326552091543154
2017-12-13,0.998784439669507,1.131544426979064
2017-12-14,0.9984550208600576,1.1288633940192576
2017-12-15,0.999045871812094,1.133289239687122
2017-12-18,0.9992286242971873,1.1345588807628932
2017-12-19,0.9991915130493353,1.1343697867404468
2017-12-20,0.9990471825294012,1.1335836753945059
2017-12-21,0.9989516332520855,1.1331086949876215
2017-12-22,0.9988879502431824,1.132820996489491
2017-12-26,0.9990418386580578,1.133574131442157
2017-12-27,0.9992575393733238,1.1345650699420187
2017-12-28,0.9995485496898436,1.1358302841602446
2017-12-29,0.9990889928927275,1.1339790577309963
2018-01-03,0.9990889928927275,1.1339790577309963
2018-01-04,0.9991353616594644,1.134091538818844
2018-01-05,0.9992108251029356,1.1342236569572357
2018-01-08,0.9992261184013932,1.1342492442977359
2018-01-09,0.9992089661664266,1.1342267443950802
2018-01-10,0.9991542078906789,1.1341536310953844
2018-01-11,0.9993188607625804,1.1343728789193714
2018-01-12,0.9996049556083817,1.1347450344111785
2018-01-16,0.9995995020033039,1.1347389964608083
2018-01-17,0.9995473086116908,1.1355372955771865
2018-01-18,0.9995473086116908,1.1351374334659616
2018-01-19,0.9995620597550198,1.13542029115257
2018-01-22,0.9995554747067432,1.1362455265488813
2018-01-23,0.9995541917168587,1.136323134638569
2018-01-24,0.9995475448741253,1.1361366122903847
2018-01-25,0.9995397871644283,1.1361087159091077
2018-01-26,0.9996651820022,1.1373749399091913
2018-01-29,0.9996517795548681,1.1368068216159348
2018-01-30,0.9995462475035433,1.134667376711575
2018-01-31,0.999517319207865,1.1344062044738334
2018-02-01,0.9995041917021452,1.1339742399341106
2018-02-02,0.9995041917021452,1.1303313876588241
2018-02-05,0.9995041917021452,1.1230302962189265
2018-02-06,0.9995041917021452,1.1270014282499357
2018-02-07,0.9995041917021452,1.1266228169882653
2018-02-08,0.9992372730667038,1.1189235320950546
2018-02-09,0.9992312798397137,1.1218250018144438
2018-02-12,0.9992312798397137,1.1240308660616063
2018-02-13,0.9992312573760129,1.1242258194468444
2018-02-14,0.9992744142638186,1.125058506489112
2018-02-15,0.9995189358014896,1.127991882620335
2018-02-16,0.999515008296323,1.12800605283758
2018-02-20,0.999132412186964,1.1251799056841219
2018-02-21,0.9991014249634076,1.1225525892893882
2018-02-22,0.9991395058735032,1.1243018857574374
2018-02-23,0.9993048619605402,1.1277992196418036
2018-02-26,0.99948998393596,1.1304711266812753
2018-02-27,0.9990862991666535,1.126179416464234
2018-02-28,0.998615221602985,1.122057019402867
2018-03-01,0.9981713837234628,1.1187380915478498
2018-03-02,0.9979036893035553,1.1169919012277738
2018-03-05,0.9978615445838122,1.1207415287989784
2018-03-06,0.9978449367073676,1.1202217454220487
2018-03-07,0.997790355617993,1.1190039908840665
2018-03-08,0.9978752322190168,1.12054537746237
2018-03-09,0.9983168368034713,1.1263820362465797
2018-03-12,0.9982105140709133,1.1253068603407892
2018-03-13,0.9978630357895877,1.122200924806654
2018-03-14,0.9976224782627897,1.1203314481819429
2018-03-15,0.9978843160955635,1.122225180872964
2018-03-16,0.9981668332621415,1.1240746988127914
2018-03-19,0.9972386498520599,1.118625956328488
2018-03-20,0.9973137381758898,1.1190628902286102
2018-03-21,0.9970846511000611,1.1179169745274573
2018-03-22,0.9955286501414656,1.1104674233723466
2018-03-23,0.9940342954249761,1.103703303172346
2018-03-26,0.9966798104581669,1.1151319030296445
2018-03-27,0.9965896614217491,1.11021676857803
2018-03-28,0.9965896614217491,1.1120932923108133
2018-03-29,0.9965896614217491,1.1158095250622546
2018-04-03,0.9965896614217491,1.1158095250622546
2018-04-04,0.9967639512221166,1.1162199223779223
2018-04-05,0.9971341187780743,1.1168516624227156
2018-04-06,0.9956884781412345,1.114700950606091
2018-04-09,0.9956148088918523,1.1146029001520033
2018-04-10,0.9973046124446802,1.1168767207783175
2018-04-11,0.99622183376619,1.1154661092786597
2018-04-12,0.9981269848427408,1.1179062097898012
2018-04-13,0.9970395041378772,1.1165393383731204
2018-04-16,0.9985727882338934,1.118448608514809
2018-04-17,1.000717071183056,1.1210909224428212
