date,turbulence_value,threshold,excess
2018-04-19,82.8728500960906,40.30818639069104,42.56466370539956
2018-04-24,118.81184205180843,40.30818639069104,78.50365566111739
2018-04-25,50.02143501888308,40.30818639069104,9.71324862819204
2018-04-26,121.91483117804651,40.30818639069104,81.60664478735546
2018-04-27,46.509710638486716,40.30818639069104,6.201524247795675
2018-04-30,111.08746960461463,40.30818639069104,70.77928321392358
2018-05-02,40.614057426610685,40.30818639069104,0.30587103591964393
2018-05-23,49.28170078747375,40.30818639069104,8.973514396782711
2018-06-07,53.033190998408905,40.30818639069104,12.725004607717864
2018-06-13,64.34936426304024,40.30818639069104,24.041177872349202
2018-06-25,42.959143919210554,40.30818639069104,2.6509575285195126
2018-06-26,60.1129088713134,40.30818639069104,19.80472248062236
2018-06-29,90.81377708325107,40.30818639069104,50.50559069256003
2018-07-13,41.174033992847384,40.30818639069104,0.865847602156343
2018-07-17,46.334323214547695,40.30818639069104,6.026136823856653
2018-07-19,46.40135478824317,40.30818639069104,6.093168397552127
2018-07-25,59.72077866197658,40.30818639069104,19.41259227128554
2018-07-27,75.0377948669697,40.30818639069104,34.72960847627866
2018-07-30,40.58291613768563,40.30818639069104,0.27472974699458774
2018-07-31,60.61076121392391,40.30818639069104,20.302574823232867
2018-08-01,49.414960743790274,40.30818639069104,9.106774353099233
2018-08-16,110.80910532101653,40.30818639069104,70.5009189303255
2018-09-24,41.60798109293085,40.30818639069104,1.299794702239808
2018-10-01,50.27852020337402,40.30818639069104,9.97033381268298
2018-10-09,46.42081458447755,40.30818639069104,6.112628193786506
2018-10-10,46.39840484293227,40.30818639069104,6.090218452241231
2018-10-12,43.9308484150488,40.30818639069104,3.6226620243577585
2018-10-17,124.552498156803,40.30818639069104,84.24431176611196
2018-10-19,167.98937844407328,40.30818639069104,127.68119205338223
2018-10-23,200.49953615842182,40.30818639069104,160.19134976773077
2018-10-24,242.56746660981378,40.30818639069104,202.25928021912273
2018-10-25,73.59530726813482,40.30818639069104,33.287120877443776
2018-10-26,54.15860121225836,40.30818639069104,13.85041482156732
2018-10-29,74.74181069505313,40.30818639069104,34.43362430436209
2018-10-30,167.39385652410337,40.30818639069104,127.08567013341232
2018-10-31,52.496345786325215,40.30818639069104,12.188159395634173
2018-11-01,75.85607935403793,40.30818639069104,35.54789296334689
2018-11-02,59.404287098174024,40.30818639069104,19.096100707482982
2018-11-05,41.81056395685096,40.30818639069104,1.5023775661599217
2018-11-09,53.33208177079982,40.30818639069104,13.023895380108776
2018-11-12,74.61423729053922,40.30818639069104,34.30605089984818
2018-11-13,63.820288289117165,40.30818639069104,23.512101898426124
2018-11-15,60.104734094317216,40.30818639069104,19.796547703626175
2018-11-16,42.2451507797377,40.30818639069104,1.9369643890466577
2018-11-19,49.744299010078514,40.30818639069104,9.436112619387472
2018-11-21,41.52310722668672,40.30818639069104,1.2149208359956774
2018-11-23,42.60403757163537,40.30818639069104,2.295851180944325
2018-11-27,56.21322803406118,40.30818639069104,15.90504164337014
2018-11-28,54.50448903627108,40.30818639069104,14.19630264558004
2018-11-30,85.92002289295979,40.30818639069104,45.61183650226875
2018-12-03,77.97489844962392,40.30818639069104,37.66671205893288
2018-12-04,53.868133242227074,40.30818639069104,13.559946851536033
2018-12-13,57.93693934821154,40.30818639069104,17.628752957520497
2018-12-14,217.5269041367433,40.30818639069104,177.21871774605225
2018-12-17,46.696984718511956,40.30818639069104,6.388798327820915
2018-12-18,41.01439661419786,40.30818639069104,0.7062102235068153
2018-12-19,58.10020458788679,40.30818639069104,17.792018197195752
2018-12-20,58.13222110730843,40.30818639069104,17.82403471661739
2018-12-21,85.66047128572507,40.30818639069104,45.352284895034025
2018-12-24,44.09467639940182,40.30818639069104,3.7864900087107785
2018-12-26,67.56674485997134,40.30818639069104,27.258558469280295
2019-01-02,72.62274929453393,40.30818639069104,32.31456290384289
2019-01-03,64.60076839306701,40.30818639069104,24.292582002375973
2019-01-16,89.68023621907557,40.30818639069104,49.372049828384526
2019-01-23,145.25655002154377,40.30818639069104,104.94836363085273
2019-01-25,72.21446398003879,40.30818639069104,31.906277589347745
2019-01-28,74.65878468567524,40.30818639069104,34.3505982949842
2019-01-29,50.07947599388448,40.30818639069104,9.771289603193438
2019-01-30,112.54534339379713,40.30818639069104,72.23715700310609
2019-01-31,138.72871390757405,40.30818639069104,98.420527516883
2019-02-01,60.717208013907225,40.30818639069104,20.409021623216184
2019-02-14,148.65466040448499,40.30818639069104,108.34647401379394
2019-03-06,43.59174371438001,40.30818639069104,3.2835573236889672
2019-03-11,67.63314274639013,40.30818639069104,27.324956355699094
2019-03-22,51.81772201746788,40.30818639069104,11.509535626776838
2019-04-02,305.3250703914715,40.30818639069104,265.01688400078046
2019-04-12,192.42268760002548,40.30818639069104,152.11450120933443
2019-04-17,78.67634269832703,40.30818639069104,38.36815630763599
2019-04-23,50.58226030685865,40.30818639069104,10.274073916167609
2019-04-24,47.16783617333977,40.30818639069104,6.859649782648731
2019-04-25,343.87771918093114,40.30818639069104,303.5695327902401
2019-04-26,107.91525868021147,40.30818639069104,67.60707228952043
2019-05-09,43.71056378063213,40.30818639069104,3.402377389941087
2019-05-16,50.48858725531972,40.30818639069104,10.18040086462868
2019-05-23,41.6867007128581,40.30818639069104,1.3785143221670566
2019-05-29,43.29057441158894,40.30818639069104,2.9823880208979006
2019-06-03,11407.246863699413,40.30818639069104,11366.93867730872
2019-06-10,44.80146520604058,40.30818639069104,4.493278815349541
2019-06-18,41.2984219398379,40.30818639069104,0.9902355491468597
2019-07-11,59.768601479508746,40.30818639069104,19.460415088817705
2019-07-12,59.051851768854526,40.30818639069104,18.743665378163485
2019-07-18,41.05525856528019,40.30818639069104,0.7470721745891495
2019-07-23,98.53771088461755,40.30818639069104,58.22952449392651
2019-07-24,59.44206700998238,40.30818639069104,19.13388061929134
2019-07-25,44.75579100296576,40.30818639069104,4.447604612274716
2019-07-29,47.85466490493367,40.30818639069104,7.546478514242629
2019-07-30,101.29075558903966,40.30818639069104,60.98256919834862
2019-08-01,41.051258611311994,40.30818639069104,0.7430722206209524
2019-08-07,45.87951584234979,40.30818639069104,5.571329451658748
2019-08-15,182.6618598415551,40.30818639069104,142.35367345086405
2019-08-16,56.40522348451369,40.30818639069104,16.09703709382265
2019-08-20,44.39360460744215,40.30818639069104,4.085418216751108
2019-09-09,60.693339682650006,40.30818639069104,20.385153291958964
2019-09-10,88.46687321677017,40.30818639069104,48.158686826079126
2019-09-11,40.38268524047368,40.30818639069104,0.07449884978263555
2019-10-02,44.94136174245212,40.30818639069104,4.633175351761082
2019-10-15,65.23437459847571,40.30818639069104,24.92618820778467
2019-10-17,54.99539571932517,40.30818639069104,14.687209328634125
2019-10-18,136.22025108740118,40.30818639069104,95.91206469671013
2019-10-21,40.91928212670857,40.30818639069104,0.611095736017532
2019-10-22,176.17957384817524,40.30818639069104,135.8713874574842
2019-10-24,77.28698758871307,40.30818639069104,36.97880119802203
2019-10-25,64.65775464606567,40.30818639069104,24.349568255374628
2019-10-28,51.42404498574483,40.30818639069104,11.115858595053787
2019-10-30,100.5858976051896,40.30818639069104,60.27771121449856
2019-11-04,78.07937180587363,40.30818639069104,37.77118541518259
2019-11-13,63.613926922253654,40.30818639069104,23.305740531562613
2019-11-14,41.93974260626971,40.30818639069104,1.6315562155786694
2019-11-15,47.307457204998336,40.30818639069104,6.999270814307295
2019-11-19,70.15062288141742,40.30818639069104,29.842436490726378
2020-01-23,60.171332780078444,40.30818639069104,19.863146389387403
2020-01-24,93.46384551992126,40.30818639069104,53.15565912923022
2020-01-28,121.73046592474411,40.30818639069104,81.42227953405308
2020-01-29,119.49724084713421,40.30818639069104,79.18905445644316
2020-01-30,42.897787580705405,40.30818639069104,2.5896011900143634
2020-01-31,91.309626829831,40.30818639069104,51.00144043913996
2020-02-05,86.62731475489088,40.30818639069104,46.319128364199834
2020-02-24,49.985480485460386,40.30818639069104,9.677294094769344
2020-02-25,44.054976883293634,40.30818639069104,3.7467904926025923
2020-02-26,51.474863122928426,40.30818639069104,11.166676732237384
2020-02-27,98.14967958177691,40.30818639069104,57.84149319108587
2020-02-28,98.51696474819315,40.30818639069104,58.208778357502105
2020-03-02,120.6461509859698,40.30818639069104,80.33796459527875
2020-03-03,54.14791640387436,40.30818639069104,13.83973001318332
2020-03-04,121.81585516385373,40.30818639069104,81.50766877316269
2020-03-05,104.66710550430565,40.30818639069104,64.3589191136146
2020-03-06,72.1795873601889,40.30818639069104,31.871400969497863
2020-03-09,229.0352070863939,40.30818639069104,188.72702069570286
2020-03-10,119.0524394245081,40.30818639069104,78.74425303381705
2020-03-11,254.29499513124142,40.30818639069104,213.98680874055037
2020-03-12,343.820986007102,40.30818639069104,303.512799616411
2020-03-13,521.9128633999272,40.30818639069104,481.6046770092362
2020-03-16,743.339290335422,40.30818639069104,703.031103944731
2020-03-17,499.74441144897867,40.30818639069104,459.4362250582876
2020-03-18,946.8044388409775,40.30818639069104,906.4962524502864
2020-03-19,525.3472607940308,40.30818639069104,485.0390744033398
2020-03-20,416.0583644385621,40.30818639069104,375.75017804787103
2020-03-23,664.3614922165845,40.30818639069104,624.0533058258934
2020-03-24,650.850364880479,40.30818639069104,610.542178489788
2020-03-25,512.4208686968083,40.30818639069104,472.1126823061172
2020-03-26,165.89428877937704,40.30818639069104,125.58610238868599
2020-03-27,167.13354764806343,40.30818639069104,126.82536125737238
2020-03-30,165.84357281123582,40.30818639069104,125.53538642054477
2020-03-31,79.1647956561338,40.30818639069104,38.85660926544276
2020-04-01,111.90692765862113,40.30818639069104,71.59874126793008
2020-04-02,251.50544938138378,40.30818639069104,211.19726299069274
2020-04-03,2199.49323031681,40.30818639069104,2159.185043926119
2020-04-06,241.7226284378064,40.30818639069104,201.41444204711536
2020-04-07,111.65399566517834,40.30818639069104,71.3458092744873
2020-04-08,97.72308795653949,40.30818639069104,57.414901565848446
2020-04-09,142.40148337263145,40.30818639069104,102.0932969819404
2020-04-13,118.73353339618059,40.30818639069104,78.42534700548956
2020-04-14,105.82433647352677,40.30818639069104,65.51615008283574
2020-04-15,124.16563663905016,40.30818639069104,83.85745024835913
2020-04-16,112.62071205514408,40.30818639069104,72.31252566445303
2020-04-17,160.1102104368259,40.30818639069104,119.80202404613485
2020-04-20,48.942579545852766,40.30818639069104,8.634393155161725
2020-04-21,50.3724445947733,40.30818639069104,10.064258204082257
2020-04-22,78.36461114653211,40.30818639069104,38.05642475584107
2020-04-23,42.222977784619054,40.30818639069104,1.914791393928013
2020-04-24,72.29693137082344,40.30818639069104,31.988744980132402
2020-04-27,73.35063382191377,40.30818639069104,33.04244743122273
2020-04-28,52.4165757306572,40.30818639069104,12.108389339966159
2020-04-29,124.57650660898604,40.30818639069104,84.268320218295
2020-04-30,94.07589398276166,40.30818639069104,53.767707592070614
2020-05-04,44.76047390654193,40.30818639069104,4.452287515850891
2020-05-07,77.57196835350418,40.30818639069104,37.263781962813134
